ID,data_field,Data Set,data_structure,Data Type,Length
28836,CTL_ID,IDL20180116,HLDY_CAL_DT,SMALLINT,0
28893,CTL_ID,IDL20180116,NDX_VAL,SMALLINT,0
28863,CTL_ID,IDL20180116,NDX,SMALLINT,0
28957,CTL_ID,IDL20180116,LOCTR_X_LOCTR,SMALLINT,0
28979,CTL_ID,IDL20180116,NON_FIN_AGMT_EV,SMALLINT,0
28928,CTL_ID,IDL20180116,LOCTR,SMALLINT,0
28941,CTL_ID,IDL20180116,LOCTR_X_NDX,SMALLINT,0
29002,CTL_ID,IDL20180116,NON_FIN_NON_AGMT_EV,SMALLINT,0
29036,CTL_ID,IDL20180116,OPRT_CSH_FLW_EV,SMALLINT,0
29017,CTL_ID,IDL20180116,NON_FIN_NON_AGMT_EV_METRIC,SMALLINT,0
29083,CTL_ID,IDL20180116,PRTY_FEAT,SMALLINT,0
29063,CTL_ID,IDL20180116,PRTY,SMALLINT,0
29119,CTL_ID,IDL20180116,PRTY_IDENT,SMALLINT,0
29100,CTL_ID,IDL20180116,PRTY_GRP,SMALLINT,0
29137,CTL_ID,IDL20180116,PRTY_METRIC,SMALLINT,0
29169,CTL_ID,IDL20180116,PRTY_NAME,SMALLINT,0
29192,CTL_ID,IDL20180116,PRTY_X_ACS_FAC,SMALLINT,0
29230,CTL_ID,IDL20180116,PRTY_X_AGMT_GRP,SMALLINT,0
29210,CTL_ID,IDL20180116,PRTY_X_AGMT,SMALLINT,0
29249,CTL_ID,IDL20180116,PRTY_X_AGMT_PRPTY,SMALLINT,0
29361,CTL_ID,IDL20180116,PRTY_X_PRTY,SMALLINT,0
29311,CTL_ID,IDL20180116,PRTY_X_COA_ACNT,SMALLINT,0
29276,CTL_ID,IDL20180116,PRTY_X_CHNL,SMALLINT,0
29326,CTL_ID,IDL20180116,PRTY_X_CCY,SMALLINT,0
29343,CTL_ID,IDL20180116,PRTY_X_LOCTR,SMALLINT,0
29293,CTL_ID,IDL20180116,PRTY_X_CLAS_XREF,SMALLINT,0
29417,CTL_ID,IDL20180116,PROD,SMALLINT,0
29400,CTL_ID,IDL20180116,PRTY_X_PROD,SMALLINT,0
29439,CTL_ID,IDL20180116,PROD_FEAT,SMALLINT,0
29383,CTL_ID,IDL20180116,PRTY_X_PRTY_GRP,SMALLINT,0
29506,CTL_ID,IDL20180116,PROD_RATE_PLN,SMALLINT,0
29492,CTL_ID,IDL20180116,PROD_NAME,SMALLINT,0
29524,CTL_ID,IDL20180116,PROD_RATE_PLN_TRNCH,SMALLINT,0
29464,CTL_ID,IDL20180116,PROD_METRIC,SMALLINT,0
29597,CTL_ID,IDL20180116,PROD_X_PROD,SMALLINT,0
29565,CTL_ID,IDL20180116,PROD_X_CLAS_XREF,SMALLINT,0
29614,CTL_ID,IDL20180116,RATE,SMALLINT,0
29548,CTL_ID,IDL20180116,PROD_X_CHNL,SMALLINT,0
29580,CTL_ID,IDL20180116,PROD_X_LOCTR,SMALLINT,0
29728,CTL_ID,IDL20180116,STREET_ADRS,SMALLINT,0
29663,CTL_ID,IDL20180116,RATE_CRV_X_RATE,SMALLINT,0
29698,CTL_ID,IDL20180116,SCHD,SMALLINT,0
29679,CTL_ID,IDL20180116,RATE_VAL,SMALLINT,0
29644,CTL_ID,IDL20180116,RATE_CRV,SMALLINT,0
29775,CTL_ID,IDL20180116,UOM,SMALLINT,0
29749,CTL_ID,IDL20180116,PHN_NUM,SMALLINT,0
10682,CTP_ID,SCI_CLML 2015-03-18,SI_CLML_CUSTOMERS,,0
19470,CTP_ID,SCI_TRML 2015-07-10 V3,SI_CLML_CUSTOMERS,,0
17201,CTRY_ID,IDL20170908,STREET_ADRS,INTEGER,0
29729,CTRY_ID,IDL20180116,STREET_ADRS,INTEGER,0
11326,CTRY_LOCTR_ID,SCI_IBNI 2016-02-22,SI_IBNI_BMF00P,,0
17202,CTRY_NAME,IDL20170908,STREET_ADRS,VARCHAR,100
29730,CTRY_NAME,IDL20180116,STREET_ADRS,VARCHAR,100
14931,CTY_ID,SCI_TRML 2015-07-10 V3,SI_TRML_NOMINAL_CLASS,,0
10551,CTY_ID,SCI_CLML 2015-03-18,SI_CLML_AGREEMENT_COUNTRIES,,0
19584,CTY_ID,SCI_TRML 2015-07-10 V3,SI_CLML_AGREEMENT_COUNTRIES,,0
13861,CTY_ID,SCI_STML 2015-09-16,SI_STML_COUNTRY_RATINGS,,0
13927,CTY_ID,SCI_STML 2015-09-16,SI_STML_LOCATIONS,,0
13867,CTY_ID,SCI_STML 2015-09-16,SI_STML_CURRENCIES,,0
19516,CTY_ID_PLACE_OF_BIRTH,SCI_TRML 2015-07-10 V3,SI_CLML_INDIVIDUALS,,0
10752,CTY_ID_PLACE_OF_BIRTH,SCI_CLML 2015-03-18,SI_CLML_INDIVIDUALS,,0
19517,CTY_ID_RESIDENCY,SCI_TRML 2015-07-10 V3,SI_CLML_INDIVIDUALS,,0
10753,CTY_ID_RESIDENCY,SCI_CLML 2015-03-18,SI_CLML_INDIVIDUALS,,0
7580,CUR_CR_INT_RTE,SCI_BKKG 2015-07-10 V2,SI_BKKG_CREDIT_RATE_HISTORY,,0
7581,CUR_CR_RTE_CDE,SCI_BKKG 2015-07-10 V2,SI_BKKG_CREDIT_RATE_HISTORY,,0
7791,CUR_DR_INT_RTE,SCI_BKKG 2015-07-10 V2,SI_BKKG_DEBIT_RATE_HISTORY,,0
7792,CUR_DR_RTE_CDE,SCI_BKKG 2015-07-10 V2,SI_BKKG_DEBIT_RATE_HISTORY,,0
13559,CURKEY_GC,SCI_SAPB 2015-03-18,SI_SAPB_BIC_AZBIST00100,,0
13560,CURKEY_LC,SCI_SAPB 2015-03-18,SI_SAPB_BIC_AZBIST00100,,0
13323,CURR_ADDRESS_DTE,SCI_OSVC 2015-09-16,SI_OSVC_PERSON,,0
13054,CURRENCY,SCI_MANU 2016-04-11,SI_MANU_CALL_PUT_DEPO_DTLS,,0
13421,CURRENCY,SCI_PBDW 2015-09-10,SI_PBDW_BI_POSITIONS,,0
12979,CURRENCY,SCI_MANU 2016-04-11,SI_MANU_AUTO_CALL_DEPO_DTLS_BA,,0
12968,CURRENCY,SCI_MANU 2016-04-11,SI_MANU_AUTO_CALL_DEPO_DTLS,,0
13167,Currency,SCI_MANU 2016-04-11,SI_MANU_EUROCLEAR,,0
13216,CURRENCY,SCI_MANU 2016-04-11,SI_MANU_TRADE_LIST,,0
13500,CURRENCY,SCI_PBDW 2015-09-10,SI_PBDW_BI_TRANSACTIONS,,0
17413,Currency Code,CAL170830 Logical Name,Currency Dimension,VARCHAR,50
20630,Currency Code,Access Layer,Currency Dimension,VARCHAR,50
17918,Currency FX Fixing Type Code,CAL170830 Logical Name,Currency FX Rate Fact,VARCHAR,50
20647,Currency FX Fixing Type Code,Access Layer,Currency FX Rate Fact,VARCHAR,50
17915,Currency FX Rate Effective Datetime,CAL170830 Logical Name,Currency FX Rate Fact,TIMESTAMP,0
20648,Currency FX Rate Effective Datetime,Access Layer,Currency FX Rate Fact,TIMESTAMP,0
17910,Currency FX Rate Valid From Date,CAL170830 Logical Name,Currency FX Rate Fact,DATE,0
20649,Currency FX Rate Valid From Date,Access Layer,Currency FX Rate Fact,DATE,0
17911,Currency FX Rate Valid To Date,CAL170830 Logical Name,Currency FX Rate Fact,DATE,0
20650,Currency FX Rate Valid To Date,Access Layer,Currency FX Rate Fact,DATE,0
17410,Currency Identifier,CAL170830 Logical Name,Currency Dimension,INTEGER,0
17447,Currency Identifier,CAL170830 Logical Name,Customer Daily Fact,INTEGER,0
17813,Currency Identifier,CAL170830 Logical Name,Regulatory Authority Refdimension,INTEGER,0
17829,Currency Identifier,CAL170830 Logical Name,Operational Cash Flow Dimension,INTEGER,0
19286,Currency Identifier,CAL170830 Logical Name,AMM Rate Curve Point Dimension,INTEGER,0
19303,Currency Identifier,CAL170830 Logical Name,AMM Total Liabilities Threshold Refdimension,INTEGER,0
17404,Currency Identifier,CAL170830 Logical Name,Transaction Dimension,INTEGER,0
18080,Currency Identifier,CAL170830 Logical Name,Rate Dimension,INTEGER,0
20709,Currency Identifier,Access Layer,Customer Daily Fact,INTEGER,0
20434,Currency Identifier,Access Layer,AMM Total Liabilities Threshold Refdimension,INTEGER,0
22033,Currency Identifier,Access Layer,Rate Dimension,INTEGER,0
23041,Currency Identifier,Access Layer,Transaction Dimension,INTEGER,0
20243,Currency Identifier,Access Layer,AMM Rate Curve Point Dimension,INTEGER,0
20631,Currency Identifier,Access Layer,Currency Dimension,INTEGER,0
21838,Currency Identifier,Access Layer,Operational Cash Flow Dimension,INTEGER,0
22068,Currency Identifier,Access Layer,Regulatory Authority Refdimension,INTEGER,0
17411,Currency Name,CAL170830 Logical Name,Currency Dimension,VARCHAR,100
20632,Currency Name,Access Layer,Currency Dimension,VARCHAR,100
18437,Currency Reporting Code,CAL170830 Logical Name,Currency Reporting Hierarchy Refdimension,VARCHAR,50
20669,Currency Reporting Code,Access Layer,Currency Reporting Hierarchy Refdimension,VARCHAR,50
18450,Currency Reporting Identifier,CAL170830 Logical Name,Currency Reporting Hierarchy Refdimension,INTEGER,0
20670,Currency Reporting Identifier,Access Layer,Currency Reporting Hierarchy Refdimension,INTEGER,0
18438,Currency Reporting Label,CAL170830 Logical Name,Currency Reporting Hierarchy Refdimension,VARCHAR,100
20671,Currency Reporting Label,Access Layer,Currency Reporting Hierarchy Refdimension,VARCHAR,100
18439,Currency Reporting Level,CAL170830 Logical Name,Currency Reporting Hierarchy Refdimension,INTEGER,0
20672,Currency Reporting Level,Access Layer,Currency Reporting Hierarchy Refdimension,INTEGER,0
13055,CURRENT_NOTIONAL,SCI_MANU 2016-04-11,SI_MANU_CALL_PUT_DEPO_DTLS,,0
13182,Current_Ratio,SCI_MANU 2016-04-11,SI_MANU_EXPER_TOP_TRNOVR,,0
9689,CURRENT_TSTAMP,SCI_BKKG 2015-07-10 V2,SI_BKKG_RATEBAND,,0
9718,CURRENT_TSTAMP,SCI_BKKG 2015-07-10 V2,SI_BKKG_RATECODE,,0
7582,CURRENT_TSTAMP,SCI_BKKG 2015-07-10 V2,SI_BKKG_CREDIT_RATE_HISTORY,,0
7793,CURRENT_TSTAMP,SCI_BKKG 2015-07-10 V2,SI_BKKG_DEBIT_RATE_HISTORY,,0
13956,CURVE_DATE,SCI_STML 2015-09-16,SI_STML_SD_CURVES,,0
13945,CURVE_ID,SCI_STML 2015-09-16,SI_STML_SD_CURVE_DETAILS,,0
13957,CURVE_INDEX,SCI_STML 2015-09-16,SI_STML_SD_CURVES,,0
13958,CURVE_METHOD,SCI_STML 2015-09-16,SI_STML_SD_CURVES,,0
13959,CURVE_SUBTYPE,SCI_STML 2015-09-16,SI_STML_SD_CURVES,,0
3946,CUS_PASS,SCI_ALNI 2015-09-21,SI_ALNI_PEDT001,,0
6036,CUS_PASS,SCI_ALUK 2015-09-21,SI_ALUK_PEDT001,,0
5165,CUS_PASS,SCI_ALPO 2015-09-21,SI_ALPO_PEDT001,,0
3947,CUS_STATUS,SCI_ALNI 2015-09-21,SI_ALNI_PEDT001,,0
5166,CUS_STATUS,SCI_ALPO 2015-09-21,SI_ALPO_PEDT001,,0
6037,CUS_STATUS,SCI_ALUK 2015-09-21,SI_ALUK_PEDT001,,0
13404,CUST_REF_NUMBER,SCI_OSVC 2015-09-16,SI_OSVC_TOSIN001,,0
11154,CUST_TITLE,SCI_FMLY_2015-06-12,SI_FMLY_PO_ISA_CUSTOMER,,0
10958,CUST_TITLE,SCI_EQFX 2015-03-18,SI_EQFX_SCV_CUST,,0
20029,Customer AMM Product Type Rank,Access Layer,AMM Customer Amount Received Fact,INTEGER,0
17301,Customer Deposit Relationship Start Date,CAL170830 Logical Name,Customer Dimension,DATE,0
20736,Customer Deposit Relationship Start Date,Access Layer,Customer Dimension,DATE,0
17298,Customer Guarantee Eligible Indicator,CAL170830 Logical Name,Customer Dimension,CHAR,3
22740,Customer Guarantee Eligible Indicator,Access Layer,TDS LCR Latest Day,CHAR,3
22815,Customer Guarantee Eligible Indicator,Access Layer,TDS LCR Rolling 65 Day,CHAR,3
20737,Customer Guarantee Eligible Indicator,Access Layer,Customer Dimension,CHAR,3
17428,Customer Guarantee LCR Percent,CAL170830 Logical Name,Customer Daily Fact,DECIMAL,27
20710,Customer Guarantee LCR Percent,Access Layer,Customer Daily Fact,DECIMAL,27
17427,Customer Guaranteed LCR Amount,CAL170830 Logical Name,Customer Daily Fact,DECIMAL,23
20711,Customer Guaranteed LCR Amount,Access Layer,Customer Daily Fact,DECIMAL,23
17297,Customer Identifier,CAL170830 Logical Name,Customer Dimension,INTEGER,0
17431,Customer Identifier,CAL170830 Logical Name,Customer Daily Fact,INTEGER,0
17990,Customer Identifier,CAL170830 Logical Name,Account General x Customer Relationship,INTEGER,0
18749,Customer Identifier,CAL170830 Logical Name,LCR Outflow Category x Customer x Account Liqudity Deposit Relationship,INTEGER,0
18044,Customer Identifier,CAL170830 Logical Name,Account General x Customer Relationship Fact,INTEGER,0
19781,Customer Identifier,Access Layer,Account General x Customer Relationship,INTEGER,0
21236,Customer Identifier,Access Layer,LCR Outflow Category x Customer x Account Liqudity Deposit Relationship,INTEGER,0
22741,Customer Identifier,Access Layer,TDS LCR Latest Day,INTEGER,0
20050,Customer Identifier,Access Layer,AMM Customer Amount Received Transaction Fact,INTEGER,0
19801,Customer Identifier,Access Layer,Account General x Customer Relationship Fact,INTEGER,0
20030,Customer Identifier,Access Layer,AMM Customer Amount Received Fact,INTEGER,0
20712,Customer Identifier,Access Layer,Customer Daily Fact,INTEGER,0
20738,Customer Identifier,Access Layer,Customer Dimension,INTEGER,0
23205,Customer Identifier,Access Layer,TRP Top 200 Customers Rolling 30 Day,INTEGER,0
17777,Customer Liquidity Deposit Indicator,CAL170830 Logical Name,Account General Dimension,CHAR,3
20353,Customer Liquidity Deposit Indicator,Access Layer,AMM Rolled Over Amount Received Transaction Fact,CHAR,3
20271,Customer Liquidity Deposit Indicator,Access Layer,AMM Report C66 Transaction Fact,CHAR,3
20051,Customer Liquidity Deposit Indicator,Access Layer,AMM Customer Amount Received Transaction Fact,CHAR,3
19741,Customer Liquidity Deposit Indicator,Access Layer,Account General Dimension,CHAR,3
20416,Customer Liquidity Deposit Indicator,Access Layer,AMM Spread Amount Received Transaction Fact,CHAR,3
20171,Customer Liquidity Deposit Indicator,Access Layer,AMM Product Amount Received Transaction Fact,CHAR,3
17324,Customer Market Classification Identifier,CAL170830 Logical Name,Customer Dimension,INTEGER,0
20739,Customer Market Classification Identifier,Access Layer,Customer Dimension,INTEGER,0
17302,Customer Name,CAL170830 Logical Name,Customer Dimension,VARCHAR,100
20740,Customer Name,Access Layer,Customer Dimension,VARCHAR,100
17432,Customer Relationship Duration Month Count,CAL170830 Logical Name,Customer Daily Fact,INTEGER,0
20713,Customer Relationship Duration Month Count,Access Layer,Customer Daily Fact,INTEGER,0
17303,Customer Source Identifier Number,CAL170830 Logical Name,Customer Dimension,VARCHAR,50
20741,Customer Source Identifier Number,Access Layer,Customer Dimension,VARCHAR,50
17306,Customer Source Type Code,CAL170830 Logical Name,Customer Dimension,VARCHAR,50
20742,Customer Source Type Code,Access Layer,Customer Dimension,VARCHAR,50
17429,Customer Unguaranteed LCR Amount,CAL170830 Logical Name,Customer Daily Fact,DECIMAL,23
20714,Customer Unguaranteed LCR Amount,Access Layer,Customer Daily Fact,DECIMAL,23
17430,Customer Unguaranteed LCR Percent,CAL170830 Logical Name,Customer Daily Fact,DECIMAL,27
20715,Customer Unguaranteed LCR Percent,Access Layer,Customer Daily Fact,DECIMAL,27
12915,Customer_ID,SCI_MANU 2016-04-11,SI_MANU_ACC_OVERLAY,,0
13142,Customer_ID,SCI_MANU 2016-04-11,SI_MANU_DEBT_ISS_OTHER,,0
12989,CUSTOMER_ID,SCI_MANU 2016-04-11,SI_MANU_BASEL_III_TRML_OVERWRI,,0
13009,Customer_ID,SCI_MANU 2016-04-11,SI_MANU_BOIMB_ICS_SEC,,0
13031,Customer_ID,SCI_MANU 2016-04-11,SI_MANU_BW_SEC,,0
11042,CUSTOMER_IDENTIFICATION_NUMBER,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXPT,,0
11087,CUSTOMER_IDENTIFICATION_NUMBER,SCI_EQFX 2015-03-18,SI_EQFX_SCV_IDSP,,0
10997,CUSTOMER_IDENTIFICATION_NUMBER,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXCL,,0
12916,Customer_Name,SCI_MANU 2016-04-11,SI_MANU_ACC_OVERLAY,,0
13082,CUSTOMER_NAME,SCI_MANU 2016-04-11,SI_MANU_COMPANY_REG_NUMBER,,0
13143,Customer_Name,SCI_MANU 2016-04-11,SI_MANU_DEBT_ISS_OTHER,,0
12990,CUSTOMER_NAME,SCI_MANU 2016-04-11,SI_MANU_BASEL_III_TRML_OVERWRI,,0
13010,Customer_Name,SCI_MANU 2016-04-11,SI_MANU_BOIMB_ICS_SEC,,0
13032,Customer_Name,SCI_MANU 2016-04-11,SI_MANU_BW_SEC,,0
11113,CUSTOMER_NUMBER,SCI_FMLY_2015-06-12,SI_FMLY_ACC_INT,,0
11088,CUSTOMER_NUMBER,SCI_EQFX 2015-03-18,SI_EQFX_SCV_IDSP,,0
11125,CUSTOMER_NUMBER,SCI_FMLY_2015-06-12,SI_FMLY_PO_ISA_ACCOUNT,,0
11043,CUSTOMER_NUMBER,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXPT,,0
11155,CUSTOMER_NUMBER,SCI_FMLY_2015-06-12,SI_FMLY_PO_ISA_CUSTOMER,,0
13083,CUSTOMER_NUMBER,SCI_MANU 2016-04-11,SI_MANU_COMPANY_REG_NUMBER,,0
10998,CUSTOMER_NUMBER,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXCL,,0
11044,CUSTOMER_TITLE,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXPT,,0
11089,CUSTOMER_TITLE,SCI_EQFX 2015-03-18,SI_EQFX_SCV_IDSP,,0
10999,CUSTOMER_TITLE,SCI_EQFX 2015-03-18,SI_EQFX_SCV_EXCL,,0
15015,CUSTOMISED_CASHFLOWS,SCI_TRML 2015-07-10 V3,SI_TRML_TRADES,,0
14945,CUT_OFF_DAYS,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
15016,CUT_OUT_RATE,SCI_TRML 2015-07-10 V3,SI_TRML_TRADES,,0
13217,CVA_EURO,SCI_MANU 2016-04-11,SI_MANU_TRADE_LIST,,0
17641,Daily Credit Interest Accrual Amount,CAL170830 Logical Name,Account General Daily Fact,DECIMAL,23
19688,Daily Credit Interest Accrual Amount,Access Layer,Account General Daily Fact,DECIMAL,23
23124,Daily Credit Interest Accrual Amount CCY,Access Layer,TRP Liquidity Deposits Rolling 13 Month,DECIMAL,23
22521,Daily Credit Interest Accrual Amount GRC EUR,Access Layer,TDS Deposits Latest Day,DECIMAL,23
23125,Daily Credit Interest Accrual Amount GRC EUR,Access Layer,TRP Liquidity Deposits Rolling 13 Month,DECIMAL,23
22645,Daily Credit Interest Accrual Amount GRC EUR,Access Layer,TDS Deposits Rolling 65 Day,DECIMAL,23
22522,Daily Credit Interest Accrual Amount LRC EUR,Access Layer,TDS Deposits Latest Day,DECIMAL,23
23126,Daily Credit Interest Accrual Amount LRC EUR,Access Layer,TRP Liquidity Deposits Rolling 13 Month,DECIMAL,23
22646,Daily Credit Interest Accrual Amount LRC EUR,Access Layer,TDS Deposits Rolling 65 Day,DECIMAL,23
22523,Daily Credit Interest Accrual Amount LRC GBP,Access Layer,TDS Deposits Latest Day,DECIMAL,23
23127,Daily Credit Interest Accrual Amount LRC GBP,Access Layer,TRP Liquidity Deposits Rolling 13 Month,DECIMAL,23
22647,Daily Credit Interest Accrual Amount LRC GBP,Access Layer,TDS Deposits Rolling 65 Day,DECIMAL,23
22524,Daily Credit Interest Accrual Amount LRC USD,Access Layer,TDS Deposits Latest Day,DECIMAL,23
23128,Daily Credit Interest Accrual Amount LRC USD,Access Layer,TRP Liquidity Deposits Rolling 13 Month,DECIMAL,23
22648,Daily Credit Interest Accrual Amount LRC USD,Access Layer,TDS Deposits Rolling 65 Day,DECIMAL,23
23129,Daily Credit Interest Accrual Amount REG EUR,Access Layer,TRP Liquidity Deposits Rolling 13 Month,DECIMAL,23
23130,Daily Credit Interest Accrual Amount REG GBP,Access Layer,TRP Liquidity Deposits Rolling 13 Month,DECIMAL,23
17646,Daily Credit Interest Accrual Uncleared Items Amount,CAL170830 Logical Name,Account General Daily Fact,DECIMAL,23
19689,Daily Credit Interest Accrual Uncleared Items Amount,Access Layer,Account General Daily Fact,DECIMAL,23
22649,Daily Credit Interest Accrual Uncleared Items Amount GRC EUR,Access Layer,TDS Deposits Rolling 65 Day,DECIMAL,23
22525,Daily Credit Interest Accrual Uncleared Items Amount GRC EUR,Access Layer,TDS Deposits Latest Day,DECIMAL,23
22650,Daily Credit Interest Accrual Uncleared Items Amount LRC EUR,Access Layer,TDS Deposits Rolling 65 Day,DECIMAL,23
22526,Daily Credit Interest Accrual Uncleared Items Amount LRC EUR,Access Layer,TDS Deposits Latest Day,DECIMAL,23
22651,Daily Credit Interest Accrual Uncleared Items Amount LRC GBP,Access Layer,TDS Deposits Rolling 65 Day,DECIMAL,23
22527,Daily Credit Interest Accrual Uncleared Items Amount LRC GBP,Access Layer,TDS Deposits Latest Day,DECIMAL,23
22652,Daily Credit Interest Accrual Uncleared Items Amount LRC USD,Access Layer,TDS Deposits Rolling 65 Day,DECIMAL,23
22528,Daily Credit Interest Accrual Uncleared Items Amount LRC USD,Access Layer,TDS Deposits Latest Day,DECIMAL,23
17647,Daily Debit Interest Accrual Amount,CAL170830 Logical Name,Account General Daily Fact,DECIMAL,23
19690,Daily Debit Interest Accrual Amount,Access Layer,Account General Daily Fact,DECIMAL,23
22653,Daily Debit Interest Accrual Amount GRC EUR,Access Layer,TDS Deposits Rolling 65 Day,DECIMAL,23
22529,Daily Debit Interest Accrual Amount GRC EUR,Access Layer,TDS Deposits Latest Day,DECIMAL,23
22654,Daily Debit Interest Accrual Amount LRC EUR,Access Layer,TDS Deposits Rolling 65 Day,DECIMAL,23
22530,Daily Debit Interest Accrual Amount LRC EUR,Access Layer,TDS Deposits Latest Day,DECIMAL,23
22655,Daily Debit Interest Accrual Amount LRC GBP,Access Layer,TDS Deposits Rolling 65 Day,DECIMAL,23
22531,Daily Debit Interest Accrual Amount LRC GBP,Access Layer,TDS Deposits Latest Day,DECIMAL,23
22656,Daily Debit Interest Accrual Amount LRC USD,Access Layer,TDS Deposits Rolling 65 Day,DECIMAL,23
22532,Daily Debit Interest Accrual Amount LRC USD,Access Layer,TDS Deposits Latest Day,DECIMAL,23
4053,DAT_ADRREG,SCI_ALNI 2015-09-21,SI_ALNI_PEDT003,,0
5272,DAT_ADRREG,SCI_ALPO 2015-09-21,SI_ALPO_PEDT003,,0
6136,DAT_ADRREG,SCI_ALUK 2015-09-21,SI_ALUK_PEDT003,,0
6156,DAT_ANNULMENT,SCI_ALUK 2015-09-21,SI_ALUK_PEDT008,,0
4073,DAT_ANNULMENT,SCI_ALNI 2015-09-21,SI_ALNI_PEDT008,,0
5292,DAT_ANNULMENT,SCI_ALPO 2015-09-21,SI_ALPO_PEDT008,,0
3948,DAT_BIRTH,SCI_ALNI 2015-09-21,SI_ALNI_PEDT001,,0
5167,DAT_BIRTH,SCI_ALPO 2015-09-21,SI_ALPO_PEDT001,,0
6038,DAT_BIRTH,SCI_ALUK 2015-09-21,SI_ALUK_PEDT001,,0
4020,DAT_CUSREG,SCI_ALNI 2015-09-21,SI_ALNI_PEDT002,,0
3949,DAT_CUSREG,SCI_ALNI 2015-09-21,SI_ALNI_PEDT001,,0
5168,DAT_CUSREG,SCI_ALPO 2015-09-21,SI_ALPO_PEDT001,,0
5239,DAT_CUSREG,SCI_ALPO 2015-09-21,SI_ALPO_PEDT002,,0
6039,DAT_CUSREG,SCI_ALUK 2015-09-21,SI_ALUK_PEDT001,,0
6107,DAT_CUSREG,SCI_ALUK 2015-09-21,SI_ALUK_PEDT002,,0
4021,DAT_DEMISE,SCI_ALNI 2015-09-21,SI_ALNI_PEDT002,,0
5240,DAT_DEMISE,SCI_ALPO 2015-09-21,SI_ALPO_PEDT002,,0
6108,DAT_DEMISE,SCI_ALUK 2015-09-21,SI_ALUK_PEDT002,,0
4172,DAT_HOLIDAY,SCI_ALNI 2015-09-21,SI_ALNI_TCDT020,,0
5391,DAT_HOLIDAY,SCI_ALPO 2015-09-21,SI_ALPO_TCDT020,,0
6180,DAT_HOLIDAY,SCI_ALUK 2015-09-21,SI_ALUK_TCDT020,,0
4022,DAT_JOIN,SCI_ALNI 2015-09-21,SI_ALNI_PEDT002,,0
5241,DAT_JOIN,SCI_ALPO 2015-09-21,SI_ALPO_PEDT002,,0
6109,DAT_JOIN,SCI_ALUK 2015-09-21,SI_ALUK_PEDT002,,0
4023,DAT_JUSTIF,SCI_ALNI 2015-09-21,SI_ALNI_PEDT002,,0
5242,DAT_JUSTIF,SCI_ALPO 2015-09-21,SI_ALPO_PEDT002,,0
6110,DAT_JUSTIF,SCI_ALUK 2015-09-21,SI_ALUK_PEDT002,,0
3950,DAT_LASTANN,SCI_ALNI 2015-09-21,SI_ALNI_PEDT001,,0
5169,DAT_LASTANN,SCI_ALPO 2015-09-21,SI_ALPO_PEDT001,,0
6040,DAT_LASTANN,SCI_ALUK 2015-09-21,SI_ALUK_PEDT001,,0
6181,DAT_LASTMOD,SCI_ALUK 2015-09-21,SI_ALUK_TCDT020,,0
4193,DAT_LASTMOD,SCI_ALNI 2015-09-21,SI_ALNI_TCDT071,,0
4173,DAT_LASTMOD,SCI_ALNI 2015-09-21,SI_ALNI_TCDT020,,0
5392,DAT_LASTMOD,SCI_ALPO 2015-09-21,SI_ALPO_TCDT020,,0
5412,DAT_LASTMOD,SCI_ALPO 2015-09-21,SI_ALPO_TCDT071,,0
6201,DAT_LASTMOD,SCI_ALUK 2015-09-21,SI_ALUK_TCDT071,,0
3951,DAT_LOSS,SCI_ALNI 2015-09-21,SI_ALNI_PEDT001,,0
5170,DAT_LOSS,SCI_ALPO 2015-09-21,SI_ALPO_PEDT001,,0
6041,DAT_LOSS,SCI_ALUK 2015-09-21,SI_ALUK_PEDT001,,0
4024,DAT_MAXJUSTIF,SCI_ALNI 2015-09-21,SI_ALNI_PEDT002,,0
6111,DAT_MAXJUSTIF,SCI_ALUK 2015-09-21,SI_ALUK_PEDT002,,0
5243,DAT_MAXJUSTIF,SCI_ALPO 2015-09-21,SI_ALPO_PEDT002,,0
3952,DAT_MOVED,SCI_ALNI 2015-09-21,SI_ALNI_PEDT001,,0
4054,DAT_MOVED,SCI_ALNI 2015-09-21,SI_ALNI_PEDT003,,0
5171,DAT_MOVED,SCI_ALPO 2015-09-21,SI_ALPO_PEDT001,,0
6042,DAT_MOVED,SCI_ALUK 2015-09-21,SI_ALUK_PEDT001,,0
5273,DAT_MOVED,SCI_ALPO 2015-09-21,SI_ALPO_PEDT003,,0
6137,DAT_MOVED,SCI_ALUK 2015-09-21,SI_ALUK_PEDT003,,0
4025,DAT_POLCTFAUT,SCI_ALNI 2015-09-21,SI_ALNI_PEDT002,,0
5244,DAT_POLCTFAUT,SCI_ALPO 2015-09-21,SI_ALPO_PEDT002,,0
6112,DAT_POLCTFAUT,SCI_ALUK 2015-09-21,SI_ALUK_PEDT002,,0
6157,DAT_REG,SCI_ALUK 2015-09-21,SI_ALUK_PEDT008,,0
4074,DAT_REG,SCI_ALNI 2015-09-21,SI_ALNI_PEDT008,,0
5293,DAT_REG,SCI_ALPO 2015-09-21,SI_ALPO_PEDT008,,0
